id,context,question,answer_text,start_position
,"진저우사우루스는 백악기 초기에 살던 초식 공룡으로, 중국의 랴오닝 성 서쪽에 있는 진저우 지역에서 거의 완벽한 화석이 발견되었다. 중국의 고생물학자 양종지안이 발견했고, 2001년 진저우사우루스라는 이름이 붙었다. 이름의 의미는 진저우의 도마뱀이다. 화석층의 연대는 1억 2000만 년 전으로 조사되었고, 화석은 완전히 압축된 상태였다. 골격 보존 상태는 대체로 좋은 편이었다. 화석상태가 양호해 크기는 7m, 몸무게 1.5톤이다. 초식성이며 주로 백악기 초기에 생존했다",진저우사우루스의 몸무게는?,1.5톤,234
,"진저우사우루스는 백악기 초기에 살던 초식 공룡으로, 중국의 랴오닝 성 서쪽에 있는 진저우 지역에서 거의 완벽한 화석이 발견되었다. 중국의 고생물학자 양종지안이 발견했고, 2001년 진저우사우루스라는 이름이 붙었다. 이름의 의미는 진저우의 도마뱀이다. 화석층의 연대는 1억 2000만 년 전으로 조사되었고, 화석은 완전히 압축된 상태였다. 골격 보존 상태는 대체로 좋은 편이었다. 화석상태가 양호해 크기는 7m, 몸무게 1.5톤이다. 초식성이며 주로 백악기 초기에 생존했다",진저우사우루스의 생존시기는 언제인가?,백악기 초기,251
,"친타오 사우루스는 중국의 친타오에서 화석이 발견되어 친타오 도마뱀이란 의미이다. 특이한 점은 이마에 난 커다란 돌기이다. 이 돌기는 눈 사이 이마에 불쑥 솟아 있는데 끝은 양쪽으로 갈라졌다. 이 돌기는 단단한 뼈로 되어 있지 않아 무기는 아니었을 것으로 보인다. 다만 암컷을 유혹하기 위해서, 또는 동료들에게 어떤 신호를 보내는 도구가 아니었을까 짐작된다. 다리의 형태로 보아 꽤 빠른 속도로 걸었을 것이다. 입은 오리처럼 넓적했으며 다양한 식물을 먹었다. 크기는 10m이고 초식성이다. 주로 아시아에서 발견되었으며 백악기 후기에 생존하였다.",친타오사우루스의 의미는 무엇인가?,친타오 도마뱀,29
,"친타오 사우루스는 중국의 친타오에서 화석이 발견되어 친타오 도마뱀이란 의미이다. 특이한 점은 이마에 난 커다란 돌기이다. 이 돌기는 눈 사이 이마에 불쑥 솟아 있는데 끝은 양쪽으로 갈라졌다. 이 돌기는 단단한 뼈로 되어 있지 않아 무기는 아니었을 것으로 보인다. 다만 암컷을 유혹하기 위해서, 또는 동료들에게 어떤 신호를 보내는 도구가 아니었을까 짐작된다. 다리의 형태로 보아 꽤 빠른 속도로 걸었을 것이다. 입은 오리처럼 넓적했으며 다양한 식물을 먹었다. 크기는 10m이고 초식성이다. 주로 아시아에서 발견되었으며 백악기 후기에 생존하였다.",친타오사우루스의 발견지역은 어디인가?,주로 아시아,273
,"카르노타우르스는 고기를 먹는 황소라는 뜻으로, 얼굴 생김새 때문에 붙여진 이름이다. 이 공룡은 특이하게 눈 위에 뿔이 나 있다. 이 뿔이 어디에 쓰였는지는 확실하게 알 수 없지만, 햇빛 때문에 눈이 부신 것을 막기 위해서거나 무섭게 보이기 위해서였다는 의견이 있다. 등에 삐죽 삐죽한 가시가 있다. 머리는 다른 육식 공룡과 달리 앞뒤가 짧다. 날카로운 이빨이 나 있기는 한데, 턱뼈가 약해 몸집이 큰 동물을 사냥하지는 못했을 거라는 의견이 많다. 그래서 이미 죽은 동물을 먹었을 것으로 보인다. 사냥은 무리 지어 했고 먹잇감을 쫓아 튼튼한 뒷발로 힘차게 달렸다. 하지만 앞다리가 너무 작아 어떤 용도로 쓰였는지는 알 수 없다. 꼬리는 단단하며 튼튼하다. 크기는 6-8m 정도이고 육식성이다. 백악기 전기에 생존했으며 남아메리카에서 주로 서식했다.",카르노타우루스의 의미는 무엇인가?,고기를 먹는 황소,9
,"카르노타우르스는 고기를 먹는 황소라는 뜻으로, 얼굴 생김새 때문에 붙여진 이름이다. 이 공룡은 특이하게 눈 위에 뿔이 나 있다. 이 뿔이 어디에 쓰였는지는 확실하게 알 수 없지만, 햇빛 때문에 눈이 부신 것을 막기 위해서거나 무섭게 보이기 위해서였다는 의견이 있다. 등에 삐죽 삐죽한 가시가 있다. 머리는 다른 육식 공룡과 달리 앞뒤가 짧다. 날카로운 이빨이 나 있기는 한데, 턱뼈가 약해 몸집이 큰 동물을 사냥하지는 못했을 거라는 의견이 많다. 그래서 이미 죽은 동물을 먹었을 것으로 보인다. 사냥은 무리 지어 했고 먹잇감을 쫓아 튼튼한 뒷발로 힘차게 달렸다. 하지만 앞다리가 너무 작아 어떤 용도로 쓰였는지는 알 수 없다. 꼬리는 단단하며 튼튼하다. 크기는 6-8m 정도이고 육식성이다. 백악기 전기에 생존했으며 남아메리카에서 주로 서식했다.",카르노타우루스의 서식지는?,남아메리카,401
,"카마라사우르스는 방 도마뱀이란 뜻을 가진 대형 초식 공룡으로 무리 지어 생활했다. 쥐라기 후기에 북아메리카 대륙에서 가장 쉽게 볼 수 있었던 공룡이다. 이런 거대한 초식 공룡들이 무리를 지어 생활한 것은 육식 공룡의 공격을 피하기 위해서였다. 같은 용각류 공룡 중에서는 몸집이 작은 편이며, 머리 길이도 짧은 편이다. 머리는 작고 코 부위가 위로 약간 솟아 있다. 이빨은 다른 용각류처럼 나뭇잎을 훑기 좋도록 앞 이빨이 빗처럼 생겼다. 딱딱한 침엽수의 잎사귀를 훑듯이 모은 뒤 어금니로 대충 씹어 삼켰다. 다른 초식 공룡처럼 위에는 소화를 돕기 위한 위석이 있다. 앞다리와 뒷다리의 길이가 비슷하며, 무거운 몸을 지탱하기 위해 튼튼했다. 꼬리 또한 튼튼한 근육으로 연결돼 있어 적이 다가오면 힘껏 휘둘러 쫓았다. 초식성이며 크기는 대략 16-18m이다. 북아메리카에서 발견되었으며 쥐라기 후기에 생존하였다.",카마라사우루스의 크기는?,16-18m,412
,"카마라사우르스는 방 도마뱀이란 뜻을 가진 대형 초식 공룡으로 무리 지어 생활했다. 쥐라기 후기에 북아메리카 대륙에서 가장 쉽게 볼 수 있었던 공룡이다. 이런 거대한 초식 공룡들이 무리를 지어 생활한 것은 육식 공룡의 공격을 피하기 위해서였다. 같은 용각류 공룡 중에서는 몸집이 작은 편이며, 머리 길이도 짧은 편이다. 머리는 작고 코 부위가 위로 약간 솟아 있다. 이빨은 다른 용각류처럼 나뭇잎을 훑기 좋도록 앞 이빨이 빗처럼 생겼다. 딱딱한 침엽수의 잎사귀를 훑듯이 모은 뒤 어금니로 대충 씹어 삼켰다. 다른 초식 공룡처럼 위에는 소화를 돕기 위한 위석이 있다. 앞다리와 뒷다리의 길이가 비슷하며, 무거운 몸을 지탱하기 위해 튼튼했다. 꼬리 또한 튼튼한 근육으로 연결돼 있어 적이 다가오면 힘껏 휘둘러 쫓았다. 초식성이며 크기는 대략 16-18m이다. 북아메리카에서 발견되었으며 쥐라기 후기에 생존하였다.",카마라사우루스의 의미는 무엇인가?,방 도마뱀,9
,"카스모사우루스는 갈라진 도마뱀이라는 뜻으로, 생김새가 코뿔소와 많이 닮았다. 각룡류 공룡 중에서도 프릴이 유난히 커서 몸통의 3분의 1을 차지할 만큼 머리가 크다. 프릴 주위에는 삐죽삐죽 돌기가 나 있다. 이 프릴은 적을 위협하거나 암컷을 유혹하기 위해 쓰였다. 얼굴에는 눈 위에 두 개, 코 위에 한 개의 뿔이 나 있는데, 눈 위에 난 뿔은 길이가 50cm나 된다. 이 뿔은 육식 공룡을 향해 돌진할 때 무서운 무기가 되었을 것이다. 평소 느릿하게 움직이다가 위험이 닥치면 튼튼한 다리로 매우 빠르게 돌진해 달아났다. 무리 지어 살았고 나뭇잎, 구과류등을 먹는 온순한 공룡이었다. 크기는 대략 5m이고 초식성이다. 북아메리카에서 발견이 되었으며 백악기 후기에 생존하였다.",카스모사우루스의 의미는 무엇인가?,갈라진 도마뱀,9
,"카스모사우루스는 갈라진 도마뱀이라는 뜻으로, 생김새가 코뿔소와 많이 닮았다. 각룡류 공룡 중에서도 프릴이 유난히 커서 몸통의 3분의 1을 차지할 만큼 머리가 크다. 프릴 주위에는 삐죽삐죽 돌기가 나 있다. 이 프릴은 적을 위협하거나 암컷을 유혹하기 위해 쓰였다. 얼굴에는 눈 위에 두 개, 코 위에 한 개의 뿔이 나 있는데, 눈 위에 난 뿔은 길이가 50cm나 된다. 이 뿔은 육식 공룡을 향해 돌진할 때 무서운 무기가 되었을 것이다. 평소 느릿하게 움직이다가 위험이 닥치면 튼튼한 다리로 매우 빠르게 돌진해 달아났다. 무리 지어 살았고 나뭇잎, 구과류등을 먹는 온순한 공룡이었다. 크기는 대략 5m이고 초식성이다. 북아메리카에서 발견이 되었으며 백악기 후기에 생존하였다.",카스모사우루스의 발견 지역은 어디인가?,북아메리카,345
,"카우딥테릭스는 중국 랴오둥성에서 발견된 오비랍토르류의 깃털 공룡이다. 해부학적으로 파충류와 현대 조류의 특징이 많이 보이지만, 카우딥테릭스는 분명히 공룡이다. 이와 달리 우리가 잘 아는 아르케옵테릭스나 모노니쿠스는 공룡이 아니라 원시 조류다. 그럼에도 불구하고 카우딥테릭스는 새와 거의 비슷하게 생겼다. 날개는 물론 꼬리도 깃털로 덮였고, 두 다리로 걸었다. 끝에 이빨이 있는 주둥이로 작은 동물이나 곤충을 사냥하는 육식 공룡이다. 뒷다리가 발달해 힘차게 달릴 수 있고, 몸매가 날렵하여 재빠르게 움직인 것으로 보인다. 크기는 60-70cm 이며 육식성이다. 아시아에서 주로 서식하였으며 백악기 전기에 생존하였다.",카우딥테릭스의 크기는?,60-70cm,295
,"카우딥테릭스는 중국 랴오둥성에서 발견된 오비랍토르류의 깃털 공룡이다. 해부학적으로 파충류와 현대 조류의 특징이 많이 보이지만, 카우딥테릭스는 분명히 공룡이다. 이와 달리 우리가 잘 아는 아르케옵테릭스나 모노니쿠스는 공룡이 아니라 원시 조류다. 그럼에도 불구하고 카우딥테릭스는 새와 거의 비슷하게 생겼다. 날개는 물론 꼬리도 깃털로 덮였고, 두 다리로 걸었다. 끝에 이빨이 있는 주둥이로 작은 동물이나 곤충을 사냥하는 육식 공룡이다. 뒷다리가 발달해 힘차게 달릴 수 있고, 몸매가 날렵하여 재빠르게 움직인 것으로 보인다. 크기는 60-70cm 이며 육식성이다. 아시아에서 주로 서식하였으며 백악기 전기에 생존하였다.",카우딥테릭스의 발견 지역은 어디인가?,중국 랴오둥성,8
,"칸의 화석은 몽골의 고비사막에서 발견했다. 인게니아도 백악기 후기에 몽골 지역에서 살았고, 몸길이 1.5미터에 두 다리로 걸었으며, 오비랍토르와 비슷하게 생겼다. 크기는 100-120cm 이며 잡식성이다. 앵무새 부리와 앞다리에 발가락 세 개까지 비슷해서 혼란을 일으킨 것이다. 하지만 결정적으로 칸의 앞발은 발가락이 세 개가 아니어서 다른 종으로 분류될 수 있었다.  정확한 종명은 칸 맥케나이로, 2001년 제임스 클라크가 지었다. 이름은 몽골어로 제왕 지배자를 뜻한다. 칸은 오비랍토르류공룡이다. 오비랍토르 무리는 몽골 지역에서 많이 발견되고, 큰 눈에 새를 닮은 부리, 이빨이 없는 점 등 현재의 조류와 가장 가까운 공룡이다.",칸의 이름의 의미는 무엇인가?,몽골어로 제왕 지배자,248
,"칸의 화석은 몽골의 고비사막에서 발견했다. 인게니아도 백악기 후기에 몽골 지역에서 살았고, 몸길이 1.5미터에 두 다리로 걸었으며, 오비랍토르와 비슷하게 생겼다. 크기는 100-120cm 이며 잡식성이다. 앵무새 부리와 앞다리에 발가락 세 개까지 비슷해서 혼란을 일으킨 것이다. 하지만 결정적으로 칸의 앞발은 발가락이 세 개가 아니어서 다른 종으로 분류될 수 있었다.  정확한 종명은 칸 맥케나이로, 2001년 제임스 클라크가 지었다. 이름은 몽골어로 제왕 지배자를 뜻한다. 칸은 오비랍토르류공룡이다. 오비랍토르 무리는 몽골 지역에서 많이 발견되고, 큰 눈에 새를 닮은 부리, 이빨이 없는 점 등 현재의 조류와 가장 가까운 공룡이다.",칸의 크기는?,100-120cm,95
,"칸의 화석은 몽골의 고비사막에서 발견했다. 인게니아도 백악기 후기에 몽골 지역에서 살았고, 몸길이 1.5미터에 두 다리로 걸었으며, 오비랍토르와 비슷하게 생겼다. 크기는 100-120cm 이며 잡식성이다. 앵무새 부리와 앞다리에 발가락 세 개까지 비슷해서 혼란을 일으킨 것이다. 하지만 결정적으로 칸의 앞발은 발가락이 세 개가 아니어서 다른 종으로 분류될 수 있었다.  정확한 종명은 칸 맥케나이로, 2001년 제임스 클라크가 지었다. 이름은 몽골어로 제왕 지배자를 뜻한다. 칸은 오비랍토르류공룡이다. 오비랍토르 무리는 몽골 지역에서 많이 발견되고, 큰 눈에 새를 닮은 부리, 이빨이 없는 점 등 현재의 조류와 가장 가까운 공룡이다.",칸의 발견 지역은 어디인가?,몽골의 고비사막,7
,"캄피로그나토이데스는 휜 턱 모양이라는 뜻의 캄피로그나토이데스는 머리는 작지만 눈은 크고, 이빨도 그리 길지 않다. 꼬리가 길고 끝에는 수직 날개가 달려 있다. 길고 뾰족한 주둥이에는 날카로운 이빨이 나 있어 물고기를 사냥하기에 좋았다. 수면 위를 날다가 가까이 올라온 물고기를 잡아먹었다. 크기는 1.5-2.0m 이고 육식성이다. 독일에서 발견되었으며 트라이아스 후기- 쥐라기 전기에 생존시대이다.",캄피로그나토이데스의 의미는 무엇인가?,휜 턱 모양,11
,"캄피로그나토이데스는 휜 턱 모양이라는 뜻의 캄피로그나토이데스는 머리는 작지만 눈은 크고, 이빨도 그리 길지 않다. 꼬리가 길고 끝에는 수직 날개가 달려 있다. 길고 뾰족한 주둥이에는 날카로운 이빨이 나 있어 물고기를 사냥하기에 좋았다. 수면 위를 날다가 가까이 올라온 물고기를 잡아먹었다. 크기는 1.5-2.0m 이고 육식성이다. 독일에서 발견되었으며 트라이아스 후기- 쥐라기 전기에 생존시대이다.",캄피로그나토이데스의 발견지역은 어디인가?,독일,185
,"캄피로그나토이데스는 휜 턱 모양이라는 뜻의 캄피로그나토이데스는 머리는 작지만 눈은 크고, 이빨도 그리 길지 않다. 꼬리가 길고 끝에는 수직 날개가 달려 있다. 길고 뾰족한 주둥이에는 날카로운 이빨이 나 있어 물고기를 사냥하기에 좋았다. 수면 위를 날다가 가까이 올라온 물고기를 잡아먹었다. 크기는 1.5-2.0m 이고 육식성이다. 독일에서 발견되었으며 트라이아스 후기-쥐라기 전기가 생존시대이다.",캄피로그나토이데스의 생존시기는 언제인가?,트라이아스 후기-쥐라기 전기,197
,"케티오사우루스는 유럽, 북아메리카, 아프리카 등지에서 화석이 발견되는 것으로 보아 세계 각지에 넓게 분포해 살았던 것 같다. 케티오사우루스는 고래 같은 도마뱀이라는 뜻이다. 1809년에 이 공룡의 화석 일부가 발견되었는데, 그 당시만 해도 공룡에 대해 잘 몰랐던 사람들이 바다에 사는 고래 따위의 뼈인 줄 알고 이런 이름을 붙였다. 목에 비해 꼬리가 매우 긴 편이다. 머리는 작으며 나뭇잎을 먹었다. 목뼈에는 빈 공간이 있어 무게를 줄였고, 위에는 먹은 식물의 소화를 돕기 위한 위석이 있다. 육식 공룡의 공격을 피하기 위해 무리 지어 생활했으며, 육식 공룡이 공격해 오면 앞발가락에 있는 발톱과 튼튼한 꼬리를 휘둘러 물리쳤다. 다리의 구조로 보아 걸음은 느렸을 것이다. 크기는 15-18m정도이고 쥐라기 중기에서 쥐라기 후기에 생존하였고 초식성이다.`",케티오사우루스의 크기는?,15-18m,380
,"케티오사우루스는 유럽, 북아메리카, 아프리카 등지에서 화석이 발견되는 것으로 보아 세계 각지에 넓게 분포해 살았던 것 같다. 케티오사우루스는 고래 같은 도마뱀이라는 뜻이다. 1809년에 이 공룡의 화석 일부가 발견되었는데, 그 당시만 해도 공룡에 대해 잘 몰랐던 사람들이 바다에 사는 고래 따위의 뼈인 줄 알고 이런 이름을 붙였다. 목에 비해 꼬리가 매우 긴 편이다. 머리는 작으며 나뭇잎을 먹었다. 목뼈에는 빈 공간이 있어 무게를 줄였고, 위에는 먹은 식물의 소화를 돕기 위한 위석이 있다. 육식 공룡의 공격을 피하기 위해 무리 지어 생활했으며, 육식 공룡이 공격해 오면 앞발가락에 있는 발톱과 튼튼한 꼬리를 휘둘러 물리쳤다. 다리의 구조로 보아 걸음은 느렸을 것이다. 크기는 15-18m정도이고 쥐라기 중기에서 쥐라기 후기에 생존하였고 초식성이다.`",케티오사우루스의 의미는 무엇인가?,고래 같은 도마뱀,79
,"켄트로사우루스는 끝이 뾰족한 도마뱀 혹은 양끝이 날카로운 도마뱀이라는 뜻이다. 스테고사우루스와 비슷하게 생겼지만 등에 있는 골판의 크기가 더 작으며, 등 뒤쪽에서 꼬리까지 가시가 나 있다. 이 공룡의 이름도 바로 여기에서 비롯되었다. 목에서 등까지 온몸을 골판과 가시로 감싸고 있으며, 골판 속에는 뼈가 있다. 골판은 마주보며 쌍을 이루었다. 입은 작고 천천히 걸었으며 주로 나뭇잎 등을 먹었다. 육식 공룡이 공격해 오면 등에 있는 골판과 꼬리에 있는 가시를 휘둘러 물리쳤다. 크기는 3-5m정도이고 초식성이다. 주로 아프리카에서 발견되었으며 쥐라기후기에 생존하였다.",켄트로사우루스의 생존시기는 언제인가?,쥐라기후기,304
,"켄트로사우루스는 끝이 뾰족한 도마뱀 혹은 양끝이 날카로운 도마뱀이라는 뜻이다. 스테고사우루스와 비슷하게 생겼지만 등에 있는 골판의 크기가 더 작으며, 등 뒤쪽에서 꼬리까지 가시가 나 있다. 이 공룡의 이름도 바로 여기에서 비롯되었다. 목에서 등까지 온몸을 골판과 가시로 감싸고 있으며, 골판 속에는 뼈가 있다. 골판은 마주보며 쌍을 이루었다. 입은 작고 천천히 걸었으며 주로 나뭇잎 등을 먹었다. 육식 공룡이 공격해 오면 등에 있는 골판과 꼬리에 있는 가시를 휘둘러 물리쳤다. 크기는 3-5m정도이고 초식성이다. 주로 아프리카에서 발견되었으며 쥐라기 후기에 생존하였다.",켄트로사우루스의 의미는 무엇인가?,끝이 뾰족한 도마뱀 혹은 양끝이 날카로운 도마뱀,9
,"켄트로사우루스는 끝이 뾰족한 도마뱀 혹은 양끝이 날카로운 도마뱀이라는 뜻이다. 스테고사우루스와 비슷하게 생겼지만 등에 있는 골판의 크기가 더 작으며, 등 뒤쪽에서 꼬리까지 가시가 나 있다. 이 공룡의 이름도 바로 여기에서 비롯되었다. 목에서 등까지 온몸을 골판과 가시로 감싸고 있으며, 골판 속에는 뼈가 있다. 골판은 마주보며 쌍을 이루었다. 입은 작고 천천히 걸었으며 주로 나뭇잎 등을 먹었다. 육식 공룡이 공격해 오면 등에 있는 골판과 꼬리에 있는 가시를 휘둘러 물리쳤다. 크기는 3-5m정도이고 초식성이다. 주로 아프리카에서 발견되었으며 쥐라기 후기에 생존하였다.",켄트로사우루스의 발견지역은 어디인가?,아프리카,290
,"코리토사우루스는 1902년 캐나다에서 발견된 화석에는 피부의 흔적이 남아 있기도 했다. 헬멧 도마뱀이라는 뜻으로, 머리에 볼록 튀어나온 부채 모양의 볏이 마치 모자 같다 해서 붙여진 이름이다. 이 볏은 콧구멍과 연결되어 공기가 드나들도록 해 소리를 냈다. 이 소리는 한 가지가 아니라 높낮이가 있어 동료들끼리 신호를 주고받는 데 쓰였다. 또한 이 볏 속에 공기를 저장해 물속에서 잠수할 수 있었다. 한편 공격해 오는 육식 공룡에게 겁을 주거나 암컷에게 자신을 뽐내는 데도 쓰였다.입은 오리 주둥이처럼 생겼고, 600개가 넘는 이빨이 있어 질긴 식물도 씹어 먹었다. 턱뼈에 난 이빨은 안쪽으로 들어가 있고, 볼에는 먹이 주머니 같은 것이 있어 먹이를 효과적으로 씹을 수 있었다. 목은 부드럽게 움직일 수 있었다. 앞다리가 짧지만 네 다리로 꽤 빨리 걸었던 것으로 보이며, 앞발에는 물갈퀴가 있었으리라 생각된다. 뒷발에는 날카로운 발톱이 있고 튼튼한 꼬리는 몸의 균형을 잡는 데 쓰였다. 크기는 9-10m였고 초식성이다. 백악기 후기에 생존하였으며 북아메리카에 주로 서식하였다.",코리토사우루스의 발견시기는 언제인가?,1902년,9
,"코리토사우루스는 1902년 캐나다에서 발견된 화석에는 피부의 흔적이 남아 있기도 했다. 헬멧 도마뱀이라는 뜻으로, 머리에 볼록 튀어나온 부채 모양의 볏이 마치 모자 같다 해서 붙여진 이름이다. 이 볏은 콧구멍과 연결되어 공기가 드나들도록 해 소리를 냈다. 이 소리는 한 가지가 아니라 높낮이가 있어 동료들끼리 신호를 주고받는 데 쓰였다. 또한 이 볏 속에 공기를 저장해 물속에서 잠수할 수 있었다. 한편 공격해 오는 육식 공룡에게 겁을 주거나 암컷에게 자신을 뽐내는 데도 쓰였다.입은 오리 주둥이처럼 생겼고, 600개가 넘는 이빨이 있어 질긴 식물도 씹어 먹었다. 턱뼈에 난 이빨은 안쪽으로 들어가 있고, 볼에는 먹이 주머니 같은 것이 있어 먹이를 효과적으로 씹을 수 있었다. 목은 부드럽게 움직일 수 있었다. 앞다리가 짧지만 네 다리로 꽤 빨리 걸었던 것으로 보이며, 앞발에는 물갈퀴가 있었으리라 생각된다. 뒷발에는 날카로운 발톱이 있고 튼튼한 꼬리는 몸의 균형을 잡는 데 쓰였다. 크기는 9-10m였고 초식성이다. 백악기 후기에 생존하였으며 북아메리카에 주로 서식하였다.",코리토사우루스의 발견지역은 어디인가?,캐나다,15
,"코리토사우루스는 1902년 캐나다에서 발견된 화석에는 피부의 흔적이 남아 있기도 했다. 헬멧 도마뱀이라는 뜻으로, 머리에 볼록 튀어나온 부채 모양의 볏이 마치 모자 같다 해서 붙여진 이름이다. 이 볏은 콧구멍과 연결되어 공기가 드나들도록 해 소리를 냈다. 이 소리는 한 가지가 아니라 높낮이가 있어 동료들끼리 신호를 주고받는 데 쓰였다. 또한 이 볏 속에 공기를 저장해 물속에서 잠수할 수 있었다. 한편 공격해 오는 육식 공룡에게 겁을 주거나 암컷에게 자신을 뽐내는 데도 쓰였다.입은 오리 주둥이처럼 생겼고, 600개가 넘는 이빨이 있어 질긴 식물도 씹어 먹었다. 턱뼈에 난 이빨은 안쪽으로 들어가 있고, 볼에는 먹이 주머니 같은 것이 있어 먹이를 효과적으로 씹을 수 있었다. 목은 부드럽게 움직일 수 있었다. 앞다리가 짧지만 네 다리로 꽤 빨리 걸었던 것으로 보이며, 앞발에는 물갈퀴가 있었으리라 생각된다. 뒷발에는 날카로운 발톱이 있고 튼튼한 꼬리는 몸의 균형을 잡는 데 쓰였다. 크기는 9-10m였고 초식성이다. 백악기 후기에 생존하였으며 북아메리카에 주로 서식하였다.",코리토사우루수의 의미는 무엇인가?,헬멧 도마뱀,49
,"멕시코 신화에 나오는 신의 이름인 케찰코아툴루스는 날개를 가진 뱀이라는 뜻으로, 익룡 중에서 가장 크고 무거웠다. 날개를 움직일 수 있는 튼튼한 근육이 있지만 날개가 너무 커서 새처럼 날갯짓을 하며 날지는 못했을 것이고, 높은 곳에서 바람을 타고 활공하듯이 날거나 상승 기류를 타고 하늘 높이 날아올랐을 것이다. 앞다리의 네 번째 발가락이 길게 변해서 날개가 되었고, 날개에는 세 개의 발가락이 붙어 있다. 딱딱한 부리에 이빨이 없고 턱 근육도 발달하지 않아 머리의 무게를 줄일 수 있었다. 덕분에 목이 긴 편이지만 꼬리는 아주 짧다. 부리는 사냥감을 잡는 무기였다. 뼛속이 비어 있어 무게를 줄여 주었고, 시력이 좋아 멀리 있는 먹이도 쉽게 발견했다. 날개의 막은 1mm 정도로 매우 얇아 한 번 찢어지면 영원히 날 수가 없었다. 몸에는 잔털이 빽빽하게 나 있어 체온을 지켜 주었다. 화석이 늪지대에서 발견된 것으로 보아 늪에서 물고기를 잡아먹었던 것 같다. 크기는 11-13m정도이고 육식성이다. 북아메리카에서 주로 발견되었으며 백악기 후기에 생존하였다.",케찰코아툴루수의 의미는 무엇인가?,날개를 가진 뱀,28
,"멕시코 신화에 나오는 신의 이름인 케찰코아툴루스는 날개를 가진 뱀이라는 뜻으로, 익룡 중에서 가장 크고 무거웠다. 날개를 움직일 수 있는 튼튼한 근육이 있지만 날개가 너무 커서 새처럼 날갯짓을 하며 날지는 못했을 것이고, 높은 곳에서 바람을 타고 활공하듯이 날거나 상승 기류를 타고 하늘 높이 날아올랐을 것이다. 앞다리의 네 번째 발가락이 길게 변해서 날개가 되었고, 날개에는 세 개의 발가락이 붙어 있다. 딱딱한 부리에 이빨이 없고 턱 근육도 발달하지 않아 머리의 무게를 줄일 수 있었다. 덕분에 목이 긴 편이지만 꼬리는 아주 짧다. 부리는 사냥감을 잡는 무기였다. 뼛속이 비어 있어 무게를 줄여 주었고, 시력이 좋아 멀리 있는 먹이도 쉽게 발견했다. 날개의 막은 1mm 정도로 매우 얇아 한 번 찢어지면 영원히 날 수가 없었다. 몸에는 잔털이 빽빽하게 나 있어 체온을 지켜 주었다. 화석이 늪지대에서 발견된 것으로 보아 늪에서 물고기를 잡아먹었던 것 같다. 크기는 11-13m정도이고 육식성이다. 북아메리카에서 주로 발견되었으며 백악기 후기에 생존하였다.",케찰코아툴루수의 크기는?,11-13m,486
,"케아라닥틸루스는 시저의 손가락이란 뜻으로, 브라질에서 발굴된 다양한 익룡 중에서 가장 큰 익룡에 속한다. 가장 큰 특징은 이빨인데, 길게 구부러진 이빨이 서로 어긋나게 나 있어 입을 꽉 다물 수가 없었다. 특히 앞 이빨이 크고 안으로 구부러져 있어 한 번 잡은 물고기는 놓치는 법이 없었다. 긴 머리에 비해 꼬리는 짧다. 바닷가 절벽에서 살며, 바다 위를 날아 수면 가까이에 있는 물고기를 날카롭게 굽은 이빨로 잡아챘던 것 같다. 크기는 4-5m정도이고 육식성이다. 백악기 전기에 생존하였으며 주로 남아메리카에서 발견되었다.",아라닥틸루스의 의미는 무엇인가?,시저의 손가락,9
,"케아라닥틸루스는 시저의 손가락이란 뜻으로, 브라질에서 발굴된 다양한 익룡 중에서 가장 큰 익룡에 속한다. 가장 큰 특징은 이빨인데, 길게 구부러진 이빨이 서로 어긋나게 나 있어 입을 꽉 다물 수가 없었다. 특히 앞 이빨이 크고 안으로 구부러져 있어 한 번 잡은 물고기는 놓치는 법이 없었다. 긴 머리에 비해 꼬리는 짧다. 바닷가 절벽에서 살며, 바다 위를 날아 수면 가까이에 있는 물고기를 날카롭게 굽은 이빨로 잡아챘던 것 같다. 크기는 4-5m정도이고 육식성이다. 백악기 전기에 생존하였으며 주로 남아메리카에서 발견되었다.",아라닥틸루스의 식성은 무엇인가?,육식성,254
,"케라토사우루스는 뿔이 있는 도마뱀이라는 뜻으로, 콧등과 이마에 뿔이 달렸다 해서 붙여진 이름이다. 이 뿔은 그리 크지 않아 사냥을 하는 데 사용한 것 같지는 않고, 다만 암컷을 유혹하거나 서로 세력 다툼을 할 때 쓰였던 것으로 생각된다. 머리 무게가 다른 육식 공룡에 비해 무거운 것은 이 뿔 때문이다. 강한 턱과 나란히 나 있는 날카로운 이빨, 짧은 앞다리와 튼튼한 뒷다리 등 사냥하기에 좋은 체력 조건을 갖추고 있다. 여기에 앞다리에 있는 네 개의 발가락에는 날카로운 발톱이 달려 있어 그 위력을 과시한다. 이 공룡의 발자국 화석도 발견되었는데, 여러 마리의 발자국인 것으로 보아 무리 지어 사냥했던 것으로 보인다. 몹시 사나웠으며, 자기보다 몸집이 큰 공룡도 공격하여 잡아먹었다. 육식 공룡인 알로사우루스도 같은 시기, 같은 장소에서 살았는데, 둘은 먹이 때문에 싸웠을 것으로 짐작된다. 크기는 6m이고 육식성이다. 주로 북아메리카에서 발견되었으며 쥐라기 후기에 생존하였다.",케라토사우루스의 의미는 무엇인가?,뿔이 있는 도마뱀,9
